stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,country,plk_secondary_id
0,Lotnisko Modlin,52.44592070147,20.65071673974,0,,,,
10009,Korsze,54.17218815958,21.13651401118,0,,,,
10025,Łankiejmy,54.14225747014,21.06948827173,0,,,,
10033,Sątopy-Samulewo,54.073276749,21.0242308214,0,,,,
1008,Świnoujście,53.90470769185,14.26656323212,0,,,,
1024,Międzyzdroje,53.92428980699,14.45527677392,0,,,,
10264,Tołkiny,54.11757953105,21.23539103266,0,,,,
10272,Linkowo,54.09054152149,21.26541414758,0,,,,
10280,Nowy Młyn,54.066464533,21.32757895692,0,,,,
1032,Lubiewo,53.91551316328,14.41701010585,0,,,,
1040,Świnoujście Przytór,53.89745618943,14.33684509729,0,,,,
10405,Kętrzyn,54.07262720034,21.38515338756,0,,,,
10413,Martiany,54.02661795548,21.51664700383,0,,,,
1057,Świnoujście Warszów,53.90036624457,14.28530277179,0,,,,
10603,Szczytno,53.56020424599,20.99707764687,0,,,,
10629,Szymany,53.48692840552,20.96654890895,0,,,,
10637,Siódmak,53.52452290193,20.97143962765,0,,,,
10645,Jesionowiec,53.44669187808,20.9958118093,0,,,,
10652,Grom,53.60628292414,20.86202181998,0,,,,
10728,Świętajno,53.56275335686,21.22888534737,0,,,,
1073,Świnoujście Port,53.90122157607,14.26013897421,0,,,,
10736,Olszyny,53.55388104421,21.10722903455,0,,,,
10744,Jeruty,53.5526986374,21.15422245207,0,,,,
10751,Kolonia,53.56727025186,21.27229134348,0,,,,
10769,Spychowo,53.59124439098,21.35501355027,0,,,,
10827,Ruciane-Nida,53.64918966836,21.56292929043,0,,,,
10835,Ruciane-Nida Zachód,53.64258474779,21.52349285583,0,,,,
109,Szczecin Port Centralny,53.41307922018,14.56610588998,0,,,,
10900,Morąg,53.9190426325,19.92265326678,0,,,,
10918,Zielonka Pasłęcka,53.98089366426,19.7010313817,0,,,,
10926,Nowa Wieś Cierpkie,54.0244653024,19.65636163348,0,,,,
10934,Pasłęk,54.05549901392,19.65647127013,0,,,,
10942,Bogaczewo,54.10014439564,19.57311141869,0,,,,
10983,Małdyty,53.9212250891,19.73545069663,0,,,,
1107,Szczecin Dąbie,53.39123361294,14.66926219396,0,,,,
11148,Dobrocin,53.90999951922,19.82915728892,0,,,,
11155,Żabi Róg,53.876204023,20.01797652531,0,,,,
11163,Morąg Kolonia,53.90990791133,19.94578067853,0,,,,
11171,Kozia Góra,53.85328030983,20.08072941543,0,,,,
1123,Szczecin Zdroje,53.37882988237,14.63695399909,0,,,,
11254,Braniewo,54.3812759417,19.84198449969,0,,,,
11288,Jarzębiec,54.31291210058,19.99321281374,0,,,,
11296,Wysoka Braniewska,54.27922309243,20.02121507585,0,,,,
11312,Pieniężno,54.24012736522,20.1247000587,0,,,,
11320,Żugienie,54.25933674965,20.08806108892,0,,,,
11338,Henrykowo,54.17448664545,20.14453767657,0,,,,
11346,Orneta,54.11535789582,20.1504063499,0,,,,
11494,Grodzie,54.34525088992,19.96163247943,0,,,,
117168,Dzierżążno,54.31520235936,18.26392940475,0,,,,
1180,Szczecin Załom,53.42940887949,14.74382367001,0,,,,
11809,Ełk,53.82500922001,22.36246191495,0,,,,
118257,Orlanka,52.72696209944,23.34840733331,0,,,,
118265,Morze,52.73040794059,23.41123589682,0,,,,
118273,Stare Berezowo,52.7319166517,23.45341023279,0,,,,
